date,temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),max_generation(mw)
2022-01-08,24.64,12.87,18.755,101.51,6.05,2.35,4.2,0.0,9319.0,9513.0
2022-01-09,24.78,13.95,19.365,101.32,3.09,1.02,2.055,0.0,9407.0,9537.0
2022-01-10,25.28,14.95,20.115,101.36,2.87,1.66,2.265,0.0,9589.0,9612.0
2022-01-11,25.32,15.0,20.16,101.37,7.03,1.2,4.115,0.52,9553.0,9726.0
2022-01-12,23.62,15.94,19.78,101.34,6.61,0.45,3.53,5.68,9416.0,9583.0
2022-01-13,22.55,14.74,18.645,101.47,4.89,1.16,3.025,7.79,9579.0,9643.0
2022-01-14,21.33,12.58,16.955,101.53,5.7,2.62,4.16,0.74,8040.0,8349.0
2022-01-15,23.17,13.01,18.09,101.45,7.08,3.19,5.135,0.13,9489.0,9604.0
2022-01-16,22.39,11.2,16.795,101.65,7.32,4.01,5.665,0.04,9530.0,9676.0
2022-01-17,23.52,9.9,16.71,101.7,7.27,0.93,4.1,0.0,9631.0,9771.0
2022-01-18,23.25,11.4,17.325,101.46,6.9,0.2,3.55,0.0,9542.0,9829.0
2022-01-19,23.37,13.52,18.445,101.24,5.65,1.45,3.55,0.0,9640.0,9853.0
2022-01-20,22.07,12.69,17.38,101.02,4.65,2.29,3.47,0.0,9562.0,9783.0
2022-01-21,22.79,12.15,17.47,101.07,3.08,0.62,1.85,0.0,8497.0,8615.0
2022-01-22,23.2,12.08,17.64,101.0,3.36,0.45,1.905,0.06,9530.0,9673.0
2022-01-23,24.37,12.86,18.615,101.0,6.56,0.24,3.4,0.68,9512.0,9735.0
2022-01-24,22.15,14.65,18.4,101.04,4.59,0.91,2.75,5.81,9675.0,9894.0
2022-01-25,22.73,15.02,18.875,101.06,3.02,0.66,1.84,1.22,9770.0,10021.0
2022-01-26,23.05,14.51,18.78,101.16,4.24,0.63,2.435,1.45,9490.0,9699.0
2022-01-27,21.72,12.34,17.03,101.25,4.94,2.56,3.75,1.97,9746.0,9959.0
2022-01-28,20.41,9.51,14.96,101.45,5.77,2.79,4.28,0.85,8408.0,8683.0
2022-01-29,20.09,8.81,14.45,101.43,4.8,2.2,3.5,0.0,9700.0,9869.0
2022-01-30,21.37,8.4,14.885,101.17,5.59,1.87,3.73,0.0,9627.0,9867.0
2022-02-01,23.3,10.52,16.91,100.93,6.34,1.63,3.985,0.02,9648.0,9775.0
2022-02-02,24.08,12.3,18.19,101.15,4.04,0.3,2.17,0.04,9830.0,10011.0
2022-02-03,24.94,11.65,18.295,101.18,6.95,2.77,4.86,0.03,9662.0,9784.0
2022-02-04,23.47,14.07,18.77,100.96,8.91,3.21,6.06,20.08,7277.0,7350.0
2022-02-05,22.03,12.05,17.04,101.05,8.27,4.23,6.25,4.95,9031.0,9073.0
2022-02-06,21.33,10.67,16.0,101.49,3.87,1.03,2.45,13.63,9390.0,9448.0
2022-02-07,21.3,9.65,15.475,101.48,3.8,1.87,2.835,0.01,9524.0,9478.0
2022-02-08,22.69,11.8,17.245,101.35,3.18,0.38,1.78,0.0,9292.0,9671.0
2022-02-09,24.11,11.59,17.85,101.43,2.88,0.31,1.595,0.0,9327.0,9748.0
2022-02-10,22.65,12.48,17.565,101.29,4.63,0.46,2.545,1.29,9061.0,9596.0
2022-02-11,23.9,13.37,18.635,101.27,4.71,1.08,2.895,0.72,8152.0,8555.0
2022-02-12,23.05,12.6,17.825,101.29,4.21,0.81,2.51,0.08,9235.0,9667.0
2022-02-13,24.13,9.91,17.02,101.16,5.66,2.19,3.925,0.0,9231.0,9873.0
2022-02-14,24.53,10.71,17.62,101.13,5.01,1.78,3.395,0.0,9442.0,10004.0
2022-02-15,25.15,12.4,18.775,101.07,3.72,1.3,2.51,0.0,9429.0,9913.0
2022-02-16,24.86,14.21,19.535,100.88,3.45,0.91,2.18,0.0,9497.0,9951.0
2022-02-17,25.59,12.62,19.105,100.89,4.2,0.44,2.32,0.0,9633.0,10099.0
2022-02-18,25.48,12.46,18.97,101.06,4.03,0.62,2.325,0.0,8355.0,8785.0
2022-02-19,26.05,12.56,19.305,101.09,6.19,1.59,3.89,0.0,9407.0,10000.0
2022-02-20,26.21,12.9,19.555,100.77,5.94,1.34,3.64,2.6,9006.0,9542.0
2022-02-21,25.86,12.89,19.375,100.84,5.53,1.05,3.29,1.99,8169.0,8561.0
2022-02-23,27.32,15.26,21.29,101.51,4.7,1.06,2.88,0.2,9831.0,10262.0
2022-02-24,28.84,15.45,22.145,101.46,4.45,0.88,2.665,0.15,9810.0,10225.0
2022-02-25,28.21,17.66,22.935,101.44,4.0,0.93,2.465,2.51,8499.0,8937.0
2022-02-26,28.87,17.05,22.96,101.5,4.1,0.94,2.52,1.75,9985.0,10361.0
2022-02-27,28.98,17.01,22.995,101.4,3.29,0.37,1.83,0.26,9617.0,9939.0
2022-02-28,29.57,17.16,23.365,101.26,5.88,1.39,3.635,1.66,10337.0,10737.0
2022-03-01,29.48,16.5,22.99,101.39,4.84,0.58,2.71,0.69,10087.0,10490.0
2022-03-02,29.31,16.29,22.8,101.35,4.08,0.95,2.515,0.0,10300.0,10667.0
2022-03-03,29.94,17.33,23.635,101.3,4.78,0.32,2.55,0.0,10405.0,10844.0
2022-03-04,29.98,16.73,23.355,101.19,5.31,0.8,3.055,0.0,9181.0,9443.0
2022-03-05,30.85,15.46,23.155,101.06,5.71,0.2,2.955,0.0,10418.0,10895.0
2022-03-06,31.38,18.62,25.0,101.08,5.87,0.33,3.1,0.0,10565.0,11024.0
2022-03-07,32.46,16.19,24.325,101.05,6.39,1.44,3.915,0.0,10963.0,11424.0
2022-03-09,33.16,18.19,25.675,100.91,4.24,1.91,3.075,0.0,11229.0,11895.0
2022-03-10,33.16,18.62,25.89,100.89,3.84,0.45,2.145,0.0,11148.0,11722.0
2022-03-11,32.64,17.14,24.89,100.85,4.05,1.52,2.785,0.0,9891.0,10372.0
2022-03-13,33.31,18.72,26.015,100.84,4.6,2.57,3.585,0.0,11059.0,11621.0
2022-03-14,33.98,18.34,26.16,100.77,4.6,2.8,3.7,0.0,11286.0,11899.0
2022-03-15,35.08,18.9,26.99,100.54,4.72,1.6,3.16,0.0,11493.0,12170.0
2022-03-16,35.23,18.04,26.635,100.46,5.86,2.02,3.94,0.0,12127.0,12631.0
2022-03-17,35.77,18.98,27.375,100.62,5.98,0.98,3.48,0.0,12100.0,12597.0
2022-03-18,36.57,19.29,27.93,100.63,6.34,2.01,4.175,0.0,11079.0,11521.0
2022-03-19,36.62,19.56,28.09,100.45,7.17,2.73,4.95,0.0,11572.0,12075.0
2022-03-20,35.55,19.39,27.47,100.39,8.52,3.06,5.79,0.0,12507.0,13038.0
2022-03-22,36.4,21.58,28.99,100.54,7.36,2.6,4.98,0.0,12576.0,13096.0
2022-03-23,37.3,22.46,29.88,100.5,7.84,0.91,4.375,0.0,12860.0,13412.0
2022-03-24,37.18,21.9,29.54,100.39,8.34,5.38,6.86,0.0,12877.0,13284.0
2022-03-25,36.46,22.69,29.575,100.44,9.46,6.59,8.025,0.09,12067.0,12418.0
2022-03-26,37.26,24.1,30.68,100.56,8.08,2.96,5.52,0.38,12214.0,12593.0
2022-03-27,36.33,22.9,29.615,100.8,7.7,2.3,5.0,0.26,12760.0,13108.0
2022-03-28,35.68,23.57,29.625,100.71,8.33,1.11,4.72,1.78,12888.0,13347.0
2022-03-29,35.36,23.66,29.51,100.56,8.86,3.01,5.935,3.44,12357.0,12769.0
2022-03-30,35.48,23.88,29.68,100.63,8.32,2.82,5.57,1.78,12715.0,13283.0
2022-03-31,37.1,24.44,30.77,100.62,8.5,5.04,6.77,0.2,13240.0,13662.0
2022-04-01,37.41,24.49,30.95,100.61,7.87,4.0,5.935,0.36,12093.0,12585.0
2022-04-02,36.4,24.94,30.67,100.83,7.34,3.05,5.195,0.42,13206.0,13718.0
2022-04-03,36.29,24.23,30.26,100.77,10.28,3.42,6.85,0.31,13260.0,13130.0
2022-04-04,38.02,24.43,31.225,100.74,9.8,6.34,8.07,0.89,13215.0,13012.0
2022-04-05,37.72,23.35,30.535,100.95,9.34,4.83,7.085,1.85,13438.0,13406.0
2022-04-06,37.49,22.85,30.17,100.97,7.84,2.75,5.295,0.86,13417.0,13635.0
2022-04-07,38.51,24.05,31.28,100.89,6.52,0.77,3.645,0.0,13356.0,14001.0
