date,temp2_max(c),temp2_min(c),temp2_ave(c),suface_pressure(pa),wind_speed50_max(m/s),wind_speed50_min(m/s),wind_speed50_ave(m/s),prectotcorr,total_demand(mw),max_generation(mw)
2018-10-17,29.63,20.52,25.075,100.99,2.71,0.21,1.46,0.0,10600.0,9821.0
2018-10-18,30.17,21.12,25.645,100.92,3.05,1.52,2.285,2.16,10400.0,9842.0
2018-10-19,30.61,21.65,26.13,101.0,3.09,0.63,1.86,5.91,9500.0,9086.0
2018-10-20,31.08,21.77,26.425,101.11,3.58,0.41,1.995,0.0,10000.0,10158.0
2018-10-21,30.65,21.55,26.1,101.15,3.79,1.45,2.62,0.0,10700.0,10286.0
2018-10-22,30.62,21.25,25.935,101.02,3.67,1.15,2.41,0.0,10600.0,10237.0
2018-10-23,30.2,21.28,25.74,101.02,3.98,1.27,2.625,0.0,10600.0,10198.0
2018-10-24,29.94,20.93,25.435,101.07,2.9,1.66,2.28,0.16,10500.0,10075.0
2018-10-25,29.89,20.19,25.04,101.23,4.17,1.68,2.925,0.0,10400.0,9582.0
2018-10-26,29.87,19.01,24.44,101.32,3.8,1.23,2.515,0.0,9900.0,8584.0
2018-10-27,29.51,20.03,24.77,101.34,3.74,0.5,2.12,0.0,10300.0,9879.0
2018-10-28,28.6,20.87,24.735,101.36,5.91,1.39,3.65,2.29,10300.0,8651.0
2018-10-29,27.23,21.04,24.135,101.32,5.51,1.02,3.265,0.58,9600.0,8776.0
2018-10-30,27.59,20.02,23.805,101.29,5.37,3.29,4.33,0.04,9800.0,9101.0
2018-10-31,28.51,20.4,24.455,101.26,4.78,3.12,3.95,0.0,10000.0,9460.0
2018-11-01,30.8,20.4,25.6,101.2,4.03,0.72,2.375,0.0,10000.0,9670.0
2018-11-02,30.44,22.1,26.27,101.14,1.47,0.09,0.78,0.01,9200.0,8751.0
2018-11-03,30.01,21.58,25.795,101.16,3.3,0.25,1.775,0.68,9500.0,9760.0
2018-11-04,29.84,20.54,25.19,101.14,5.2,3.09,4.145,1.47,10400.0,9900.0
2018-11-05,30.43,20.9,25.665,101.05,7.13,3.7,5.415,1.04,10500.0,9454.0
2018-11-06,29.41,21.71,25.56,101.09,6.67,2.48,4.575,9.86,10200.0,9667.0
2018-11-07,28.48,20.06,24.27,101.3,3.67,2.44,3.055,0.27,9700.0,9256.0
2018-11-08,28.55,17.76,23.155,101.22,4.41,2.66,3.535,0.0,9700.0,8956.0
2018-11-09,27.84,18.3,23.07,101.1,2.95,1.54,2.245,0.0,9300.0,7724.0
2018-11-10,27.76,18.08,22.92,101.14,3.35,1.38,2.365,0.0,9500.0,8723.0
2018-11-11,27.52,17.65,22.585,101.22,3.03,1.48,2.255,0.0,9500.0,8724.0
2018-11-12,28.05,17.86,22.955,101.1,2.62,1.31,1.965,0.0,9200.0,8815.0
2018-11-13,28.11,18.59,23.35,100.93,2.6,0.59,1.595,0.0,9000.0,8806.0
2018-11-16,29.4,17.45,23.425,101.06,5.26,0.43,2.845,0.0,8500.0,7696.0
2018-11-17,27.91,17.74,22.825,101.03,4.92,0.62,2.77,0.0,9000.0,8603.0
2018-11-18,27.54,16.36,21.95,101.28,4.66,1.34,3.0,0.0,9200.0,8656.0
2018-11-19,26.87,14.7,20.785,101.43,4.46,1.8,3.13,0.0,9000.0,8585.0
2018-11-20,27.0,17.55,22.275,101.37,3.06,0.23,1.645,0.0,8900.0,8441.0
2018-11-21,27.33,15.84,21.585,101.44,3.71,1.37,2.54,0.0,8000.0,8087.0
2018-11-22,27.46,16.55,22.005,101.43,3.34,1.33,2.335,0.0,8900.0,8433.0
2018-11-23,27.09,18.23,22.66,101.43,3.68,0.72,2.2,0.0,7900.0,7550.0
2018-11-24,27.59,18.39,22.99,101.43,2.7,1.12,1.91,0.0,8800.0,8358.0
2018-11-25,27.77,17.39,22.58,101.42,3.09,1.16,2.125,0.0,8800.0,8361.0
2018-11-26,27.37,15.32,21.345,101.35,3.47,1.38,2.425,0.0,8800.0,8460.0
2018-11-27,28.04,15.55,21.795,101.52,4.07,1.02,2.545,0.0,8700.0,8502.0
2018-11-28,27.99,15.62,21.805,101.54,4.07,0.7,2.385,0.0,8800.0,8516.0
2018-11-29,27.76,16.2,21.98,101.57,2.95,0.55,1.75,0.0,8700.0,8464.0
2018-11-30,26.68,15.55,21.115,101.54,3.38,1.23,2.305,0.0,7600.0,7556.0
2018-12-01,26.69,15.75,21.22,101.34,3.67,1.59,2.63,0.0,8500.0,8347.0
2018-12-02,27.01,16.87,21.94,101.19,4.13,0.91,2.52,0.0,8700.0,8369.0
2018-12-03,26.57,17.99,22.28,101.33,3.72,0.76,2.24,0.0,8600.0,8418.0
2018-12-04,26.79,16.24,21.515,101.41,3.98,1.65,2.815,0.0,8600.0,8534.0
2018-12-05,26.19,14.94,20.565,101.21,4.14,2.52,3.33,0.0,8800.0,8458.0
2018-12-06,26.55,15.91,21.23,101.1,5.94,2.21,4.075,0.0,8600.0,8452.0
2018-12-07,26.33,14.22,20.275,101.17,4.5,1.86,3.18,0.0,7600.0,7505.0
2018-12-08,25.53,12.44,18.985,101.34,5.68,3.09,4.385,0.0,6200.0,8350.0
2018-12-09,25.93,12.81,19.37,101.26,6.12,2.96,4.54,0.0,8500.0,8421.0
2018-12-10,26.86,14.67,20.765,101.24,3.4,1.79,2.595,0.0,8600.0,8380.0
2018-12-11,27.37,13.74,20.555,101.2,3.59,0.29,1.94,0.0,8600.0,8482.0
2018-12-12,26.93,14.57,20.75,101.37,3.44,0.99,2.215,0.0,8600.0,8349.0
2018-12-13,27.33,13.83,20.58,101.48,4.6,1.29,2.945,0.0,8500.0,8326.0
2018-12-14,26.67,15.77,21.22,101.58,4.17,2.43,3.3,0.0,8200.0,7596.0
2018-12-15,26.33,12.79,19.56,101.67,6.3,2.33,4.315,0.0,8000.0,8095.0
2018-12-16,26.52,15.06,20.79,101.69,3.89,0.52,2.205,0.01,8100.0,7198.0
2018-12-17,23.83,16.9,20.365,101.62,6.45,0.55,3.5,5.07,8400.0,7990.0
2018-12-18,21.65,16.31,18.98,101.32,6.95,2.62,4.785,20.89,8200.0,7865.0
2018-12-19,23.85,13.58,18.715,101.52,7.73,3.87,5.8,0.16,6500.0,8150.0
2018-12-20,23.49,11.03,17.26,101.5,6.13,1.54,3.835,0.0,8300.0,8096.0
2018-12-21,23.71,11.8,17.755,101.41,5.88,2.05,3.965,0.0,7600.0,7375.0
2018-12-22,23.83,11.83,17.83,101.48,5.05,2.65,3.85,0.0,8200.0,8296.0
2018-12-23,24.69,11.44,18.065,101.45,6.38,1.86,4.12,0.0,8600.0,8280.0
2018-12-24,25.05,12.38,18.715,101.33,4.33,1.56,2.945,0.0,8500.0,8336.0
2018-12-25,23.75,11.56,17.655,101.3,5.45,2.13,3.79,0.0,8000.0,8188.0
2018-12-26,22.8,10.22,16.51,101.29,3.93,1.65,2.79,0.0,8500.0,8476.0
2018-12-27,22.6,8.94,15.77,101.23,4.3,2.65,3.475,0.0,8500.0,8178.0
2018-12-28,22.93,8.64,15.785,101.29,5.19,1.91,3.55,0.0,7800.0,7378.0
2018-12-29,22.15,7.01,14.58,101.62,6.15,1.54,3.845,0.0,8100.0,7257.0
2018-12-30,24.59,8.19,16.39,101.7,6.38,2.77,4.575,0.0,7500.0,6317.0
2018-12-31,26.15,10.16,18.155,101.67,5.32,0.48,2.9,0.0,7800.0,7542.0
2019-01-01,25.96,11.9,18.93,101.71,4.69,0.27,2.48,0.0,8000.0,7991.0
2019-01-02,25.19,12.0,18.595,101.69,4.41,1.42,2.915,0.0,8300.0,8339.0
2019-01-03,25.44,13.26,19.35,101.71,4.91,0.43,2.67,0.0,8400.0,8222.0
2019-01-04,23.6,9.27,16.435,101.83,5.25,1.92,3.585,0.0,7500.0,7436.0
2019-01-05,25.14,9.26,17.2,101.64,5.16,1.53,3.345,0.0,8100.0,8241.0
2019-01-06,26.2,12.62,19.41,101.49,2.48,0.4,1.44,0.0,8500.0,8347.0
2019-01-07,26.84,12.91,19.875,101.31,2.49,0.39,1.44,0.0,8500.0,8157.0
2019-01-08,26.49,12.34,19.415,101.2,4.28,1.83,3.055,0.0,8300.0,8384.0
2019-01-09,25.72,13.51,19.615,101.37,3.74,1.52,2.63,0.0,8400.0,8397.0
2019-01-10,24.58,12.46,18.52,101.48,4.16,1.8,2.98,0.0,8400.0,8348.0
2019-01-11,24.46,10.94,17.7,101.53,3.82,1.08,2.45,0.0,7600.0,7479.0
2019-01-12,25.37,11.87,18.62,101.49,4.21,0.91,2.56,0.0,8400.0,8417.0
2019-01-13,26.49,12.96,19.725,101.47,3.31,0.76,2.035,0.0,8500.0,8621.0
2019-01-14,25.73,12.43,19.08,101.32,4.57,1.07,2.82,0.0,8700.0,8563.0
2019-01-15,25.01,11.45,18.23,101.47,6.02,3.48,4.75,0.0,8600.0,8540.0
2019-01-16,25.04,9.72,17.38,101.54,6.68,2.18,4.43,0.0,8600.0,8544.0
2019-01-17,26.35,12.51,19.43,101.3,4.89,0.8,2.845,0.0,8600.0,8515.0
2019-01-19,24.96,11.15,18.055,101.44,4.95,1.91,3.43,0.0,7700.0,8564.0
2019-01-20,25.4,11.86,18.63,101.48,5.07,1.59,3.33,0.0,8800.0,8651.0
2019-01-21,26.77,13.16,19.965,101.44,2.96,1.2,2.08,0.0,8800.0,8748.0
2019-01-22,27.91,13.85,20.88,101.46,2.91,0.38,1.645,0.0,8800.0,8599.0
2019-01-23,28.12,13.31,20.715,101.43,3.18,0.91,2.045,0.0,8700.0,8846.0
2019-01-24,28.72,14.12,21.42,101.48,5.14,2.09,3.615,0.0,8900.0,8774.0
2019-01-25,28.67,13.89,21.28,101.51,5.3,1.13,3.215,0.0,8000.0,7864.0
2019-01-26,29.83,14.22,22.025,101.5,7.36,1.53,4.445,0.0,8800.0,8769.0
2019-01-27,27.99,14.73,21.36,101.5,7.58,2.2,4.89,0.0,8900.0,8814.0
2019-01-28,27.94,15.3,21.62,101.49,7.74,3.99,5.865,0.0,8900.0,8891.0
2019-01-29,25.85,13.39,19.62,101.49,7.91,5.03,6.47,0.0,8900.0,8748.0
2019-01-30,24.65,9.14,16.895,101.7,7.24,1.82,4.53,0.0,8900.0,6317.0
2019-02-01,28.33,11.87,20.1,101.46,4.7,0.57,2.635,0.0,8200.0,8038.0
2019-02-02,27.79,15.09,21.44,101.3,3.1,0.7,1.9,0.0,8800.0,8744.0
2019-02-03,28.37,14.78,21.575,101.51,3.42,0.41,1.915,0.0,8900.0,8763.0
2019-02-04,27.98,14.51,21.245,101.65,4.33,1.63,2.98,0.0,8900.0,8919.0
2019-02-05,28.15,13.33,20.74,101.52,3.7,1.69,2.695,0.0,8900.0,8867.0
2019-02-06,27.51,14.37,20.94,101.24,2.36,0.73,1.545,0.0,9000.0,9063.0
2019-02-07,29.48,13.22,21.35,101.31,4.42,0.58,2.5,0.0,9100.0,8880.0
2019-02-08,29.85,15.46,22.655,101.27,4.59,0.45,2.52,0.01,8200.0,7853.0
2019-02-09,28.05,16.97,22.51,101.32,8.54,2.66,5.6,1.57,8900.0,8806.0
2019-02-10,26.62,13.91,20.265,101.64,6.71,3.7,5.205,0.01,8900.0,8733.0
2019-02-11,26.82,10.6,18.71,101.67,4.78,2.92,3.85,0.0,9000.0,8863.0
2019-02-12,28.28,12.3,20.29,101.7,6.24,2.07,4.155,0.0,8900.0,8376.0
2019-02-13,29.24,14.26,21.75,101.63,5.52,2.31,3.915,0.0,9100.0,9030.0
2019-02-14,31.08,15.0,23.04,101.35,4.29,1.38,2.835,0.0,9000.0,9061.0
2019-02-15,31.65,16.83,24.24,101.29,5.23,1.34,3.285,0.0,8200.0,8243.0
2019-02-16,29.1,17.61,23.355,101.25,6.14,1.79,3.965,1.21,8900.0,8838.0
2019-02-17,27.05,15.97,21.51,100.97,7.59,1.54,4.565,6.4,8600.0,8824.0
2019-02-18,27.1,14.91,21.005,101.02,4.37,0.37,2.37,0.0,9000.0,8891.0
2019-02-19,30.41,14.75,22.58,101.22,6.42,0.4,3.41,0.0,8900.0,9066.0
2019-02-20,31.96,15.9,23.93,101.47,7.25,3.59,5.42,0.0,9100.0,9159.0
2019-02-21,31.76,16.17,23.965,101.51,5.6,0.67,3.135,0.0,8500.0,8096.0
2019-02-22,31.82,16.95,24.385,101.18,5.34,1.05,3.195,0.0,8200.0,8345.0
2019-02-23,33.38,18.51,25.945,100.85,6.08,2.34,4.21,0.0,8900.0,9397.0
2019-02-24,32.89,18.65,25.77,100.89,4.1,1.08,2.59,0.0,9500.0,9403.0
2019-02-25,29.74,19.24,24.49,100.92,6.16,0.34,3.25,8.34,9400.0,8684.0
2019-02-26,27.15,17.1,22.125,101.0,6.73,0.45,3.59,20.78,8600.0,8480.0
2019-02-27,28.45,18.29,23.37,100.88,4.73,2.27,3.5,20.96,8900.0,6518.0
2019-02-28,28.21,18.63,23.42,100.93,7.35,1.38,4.365,16.78,8600.0,7995.0
2019-03-01,27.22,14.03,20.625,101.29,5.19,2.29,3.74,0.06,8000.0,7459.0
2019-03-02,27.94,11.3,19.62,101.29,4.36,1.22,2.79,0.0,8800.0,8509.0
2019-03-03,28.9,14.46,21.68,100.98,6.23,1.41,3.82,0.0,8900.0,8493.0
2019-03-04,26.45,16.83,21.64,100.76,7.27,1.23,4.25,0.12,9000.0,8736.0
2019-03-05,29.19,19.15,24.17,100.58,7.15,2.04,4.595,8.2,8700.0,8611.0
2019-03-06,29.49,17.44,23.465,100.81,4.44,0.2,2.32,0.04,9000.0,8900.0
2019-03-07,30.01,18.52,24.265,100.95,2.59,0.35,1.47,0.0,9100.0,8721.0
2019-03-08,30.01,16.27,23.14,101.05,5.19,1.16,3.175,0.0,8300.0,8075.0
2019-03-09,30.63,14.9,22.765,101.08,5.76,1.3,3.53,0.0,8800.0,8941.0
2019-03-10,31.63,15.58,23.605,101.11,7.59,3.1,5.345,0.0,9300.0,9369.0
2019-03-11,32.08,19.12,25.6,101.16,6.51,0.63,3.57,0.0,9500.0,9965.0
2019-03-12,34.77,19.09,26.93,101.02,6.59,2.02,4.305,0.0,10000.0,10071.0
2019-03-13,35.27,18.56,26.915,101.1,5.73,0.78,3.255,0.0,10200.0,10500.0
2019-03-14,35.27,20.86,28.065,101.12,7.38,0.41,3.895,0.0,10700.0,10441.0
2019-03-15,34.83,20.94,27.885,101.14,8.36,1.56,4.96,0.11,9500.0,9644.0
2019-03-16,35.76,21.11,28.435,101.1,8.73,2.39,5.56,0.06,10000.0,10796.0
2019-03-17,35.78,20.76,28.27,101.13,5.95,0.95,3.45,3.18,11000.0,10499.0
2019-03-18,30.38,20.77,25.575,101.08,7.33,1.71,4.52,3.08,10700.0,10034.0
2019-03-19,33.44,18.47,25.955,100.79,7.62,4.02,5.82,0.46,10700.0,10115.0
2019-03-20,33.91,18.15,26.03,100.86,8.56,3.24,5.9,0.27,10700.0,10340.0
2019-03-21,35.37,17.54,26.455,100.9,8.71,3.45,6.08,1.58,10700.0,10626.0
2019-03-22,35.78,20.97,28.375,100.83,8.65,3.6,6.125,3.22,9800.0,9490.0
2019-03-23,35.59,21.74,28.665,100.82,7.34,3.12,5.23,1.17,10800.0,10744.0
2019-03-24,35.55,18.17,26.86,100.88,6.49,1.01,3.75,0.0,10900.0,10540.0
2019-03-25,36.04,19.2,27.62,100.89,5.96,1.54,3.75,0.0,10800.0,10707.0
2019-03-26,36.4,19.08,27.74,100.95,8.25,2.34,5.295,0.0,10300.0,8334.0
2019-03-27,33.01,20.26,26.635,101.15,8.55,2.85,5.7,2.21,10800.0,10182.0
2019-03-28,34.37,20.8,27.585,101.05,5.38,2.17,3.775,0.0,10400.0,10613.0
2019-03-29,35.43,20.55,27.99,100.76,6.83,2.79,4.81,0.0,9600.0,10006.0
2019-03-30,35.26,22.43,28.845,100.69,6.98,3.08,5.03,0.0,10800.0,10933.0
2019-03-31,36.99,22.91,29.95,100.58,11.09,4.52,7.805,2.92,10800.0,4855.0
2019-04-01,32.62,24.58,28.6,100.79,8.68,3.43,6.055,22.38,9500.0,9015.0
2019-04-02,34.79,23.07,28.93,100.69,6.39,0.91,3.65,3.79,10700.0,7099.0
2019-04-03,34.62,21.08,27.85,100.81,7.55,1.8,4.675,1.59,9900.0,9252.0
2019-04-04,35.19,22.76,28.975,100.88,7.58,3.45,5.515,0.4,9800.0,10407.0
2019-04-05,35.53,23.3,29.415,100.88,7.55,2.57,5.06,0.36,9400.0,9752.0
2019-04-06,33.74,24.57,29.155,100.87,8.12,2.36,5.24,4.48,10200.0,9197.0
2019-04-07,33.46,23.12,28.29,100.79,6.64,1.72,4.18,4.74,10500.0,9529.0
2019-04-08,35.14,22.65,28.895,100.62,7.78,2.73,5.255,1.83,9700.0,9105.0
2019-04-09,34.32,23.5,28.91,100.69,7.2,1.55,4.375,9.03,9600.0,6544.0
2019-04-10,33.52,23.04,28.28,100.81,5.98,2.59,4.285,10.82,9500.0,9389.0
2019-04-11,34.8,23.26,29.03,100.72,6.32,1.64,3.98,0.1,10300.0,9854.0
2019-04-12,34.87,24.27,29.57,100.64,6.41,0.81,3.61,0.8,9600.0,10181.0
2019-04-13,36.71,24.04,30.375,100.65,6.79,0.12,3.455,2.44,10300.0,7833.0
2019-04-14,38.51,23.94,31.225,100.61,8.77,2.05,5.41,0.21,9700.0,9962.0
2019-04-15,38.53,24.73,31.63,100.56,8.66,1.27,4.965,0.65,10400.0,11190.0
2019-04-16,38.63,25.35,31.99,100.61,7.54,0.42,3.98,3.89,11300.0,11440.0
2019-04-17,37.67,25.45,31.56,100.75,5.52,0.55,3.035,7.3,11600.0,10871.0
2019-04-18,37.26,23.33,30.295,100.74,5.78,1.19,3.485,0.0,11500.0,11242.0
2019-04-19,37.75,23.73,30.74,100.58,5.58,2.12,3.85,0.06,10700.0,10858.0
2019-04-20,37.26,24.64,30.95,100.46,8.55,0.25,4.4,0.0,11500.0,11300.0
2019-04-21,38.4,25.19,31.795,100.39,5.93,0.62,3.275,0.95,11600.0,10184.0
2019-04-22,35.87,25.98,30.925,100.54,5.34,0.96,3.15,1.11,10000.0,10755.0
2019-04-23,37.23,23.55,30.39,100.69,4.48,0.11,2.295,0.08,11600.0,11581.0
2019-04-24,38.16,24.8,31.48,100.7,4.87,0.91,2.89,1.03,11700.0,12057.0
2019-04-25,39.4,25.44,32.42,100.6,6.74,1.52,4.13,0.04,12200.0,12067.0
2019-04-26,39.72,25.58,32.65,100.41,8.0,3.2,5.6,0.4,11300.0,10891.0
2019-04-27,39.85,26.8,33.325,100.28,9.2,3.59,6.395,2.23,11900.0,12052.0
2019-04-28,41.8,26.84,34.32,100.25,9.82,4.88,7.35,1.51,12000.0,11902.0
2019-04-29,41.96,26.3,34.13,100.28,8.7,2.75,5.725,3.39,12000.0,12200.0
2019-04-30,40.36,26.15,33.255,100.32,11.22,5.34,8.28,2.77,12300.0,12022.0
2019-05-01,39.16,26.86,33.01,100.38,10.45,4.87,7.66,2.12,11500.0,11095.0
2019-05-02,37.99,26.65,32.32,100.44,8.82,4.75,6.785,2.83,12200.0,12008.0
2019-05-03,32.05,26.71,29.38,100.49,10.01,4.67,7.34,14.12,9000.0,7597.0
2019-05-04,30.66,24.28,27.47,99.86,15.06,4.23,9.645,75.43,7000.0,7529.0
2019-05-05,36.24,22.64,29.44,100.49,8.94,4.2,6.57,0.06,10800.0,10884.0
2019-05-06,38.19,25.09,31.64,100.3,9.12,3.16,6.14,0.65,12000.0,11813.0
2019-05-07,39.0,24.73,31.865,100.15,7.75,3.42,5.585,0.0,12100.0,12214.0
2019-05-08,40.02,24.58,32.3,100.05,9.63,3.85,6.74,0.02,12500.0,12412.0
2019-05-09,39.24,25.9,32.57,99.96,9.76,4.93,7.345,0.57,12800.0,12161.0
2019-05-10,39.85,26.58,33.215,100.13,9.3,2.78,6.04,1.54,11900.0,12095.0
2019-05-11,38.84,26.71,32.775,100.34,8.73,4.2,6.465,3.17,12500.0,12494.0
2019-05-12,36.92,27.26,32.09,100.35,8.25,2.65,5.45,1.35,12600.0,12376.0
2019-05-13,37.92,26.71,32.315,100.29,9.08,4.57,6.825,2.21,12550.0,11088.0
2019-05-14,34.73,26.03,30.38,100.34,6.89,1.77,4.33,22.3,12000.0,11823.0
2019-05-15,36.49,25.73,31.11,100.45,6.33,2.34,4.335,4.47,12500.0,11768.0
2019-05-16,36.83,26.35,31.59,100.44,7.05,0.7,3.875,1.94,12200.0,12012.0
2019-05-17,37.03,26.01,31.52,100.31,8.11,3.58,5.845,10.5,11900.0,8359.0
2019-05-18,37.61,26.75,32.18,100.24,9.1,1.91,5.505,8.15,12000.0,11179.0
2019-05-19,34.61,26.87,30.74,100.46,7.49,0.63,4.06,10.84,12000.0,11244.0
2019-05-20,35.03,26.99,31.01,100.59,7.85,3.61,5.73,2.37,12200.0,11329.0
2019-05-21,35.74,26.65,31.195,100.48,8.14,2.88,5.51,2.8,12000.0,11329.0
2019-05-22,36.16,26.35,31.255,100.4,8.09,4.94,6.515,8.64,12000.0,12259.0
2019-05-23,32.27,26.4,29.335,100.43,7.55,3.7,5.625,45.89,11800.0,11900.0
2019-05-24,32.48,26.58,29.53,100.3,6.61,5.01,5.81,40.88,11875.0,9331.0
2019-05-25,31.4,26.29,28.845,100.17,7.32,5.52,6.42,54.66,11500.0,12067.0
2019-05-26,33.33,26.15,29.74,100.16,7.83,4.2,6.015,15.33,11300.0,12399.0
2019-05-27,33.91,26.24,30.075,100.21,7.59,4.88,6.235,3.48,12700.0,12336.0
2019-05-28,33.59,26.48,30.035,100.2,6.41,2.91,4.66,8.61,12600.0,12389.0
2019-05-29,34.16,26.5,30.33,100.14,6.83,2.31,4.57,7.86,12700.0,12893.0
2019-05-30,34.06,26.06,30.06,100.12,9.38,4.85,7.115,2.17,13000.0,12529.0
2019-05-31,34.22,26.26,30.24,100.23,7.37,3.5,5.435,18.75,12000.0,11098.0
2019-06-01,32.39,26.47,29.43,100.3,7.12,3.45,5.285,67.22,11500.0,11784.0
2019-06-02,32.09,26.35,29.22,100.38,5.3,3.18,4.24,59.77,12200.0,10254.0
2019-06-03,31.02,25.69,28.355,100.33,5.02,2.11,3.565,48.16,11500.0,9977.0
2019-06-04,31.79,26.09,28.94,100.24,7.01,4.42,5.715,50.62,10500.0,8678.0
2019-06-05,30.3,26.17,28.235,100.21,7.4,4.78,6.09,45.85,9000.0,8188.0
2019-06-06,30.14,25.74,27.94,100.28,6.85,4.56,5.705,30.49,9700.0,9009.0
2019-06-07,30.04,25.96,28.0,100.36,6.05,4.91,5.48,4.11,9800.0,8889.0
2019-06-08,30.81,25.84,28.325,100.26,5.33,3.7,4.515,7.02,9800.0,9585.0
2019-06-09,31.77,26.18,28.975,100.04,5.41,2.74,4.075,2.46,10500.0,10187.0
2019-06-10,33.06,26.37,29.715,99.93,6.7,3.41,5.055,2.77,11300.0,11089.0
2019-06-11,32.33,26.0,29.165,99.94,5.82,4.01,4.915,0.03,11900.0,11482.0
2019-06-12,34.27,26.21,30.24,99.93,4.84,1.39,3.115,0.01,12200.0,11870.0
2019-06-13,34.08,27.85,30.965,99.78,5.18,0.21,2.695,0.37,12000.0,11960.0
2019-06-14,31.92,27.65,29.785,99.75,5.89,2.73,4.31,15.85,11000.0,11343.0
2019-06-15,31.54,27.44,29.49,99.78,7.2,4.78,5.99,21.54,11500.0,10606.0
2019-06-16,31.81,27.3,29.555,99.77,8.53,6.17,7.35,19.69,12000.0,12094.0
2019-06-17,32.67,27.37,30.02,99.79,7.52,5.34,6.43,19.26,12600.0,11602.0
2019-06-18,32.26,27.27,29.765,99.85,6.22,2.73,4.475,11.57,12000.0,12063.0
2019-06-19,33.45,26.77,30.11,99.85,6.27,1.52,3.895,0.37,12700.0,12355.0
2019-06-20,31.32,27.04,29.18,100.01,6.12,3.23,4.675,6.97,12700.0,12362.0
2019-06-21,32.64,25.87,29.255,100.07,7.16,2.54,4.85,5.66,11500.0,11369.0
2019-06-22,32.08,26.69,29.385,100.15,7.66,4.78,6.22,16.37,11500.0,12182.0
2019-06-23,33.18,26.13,29.655,100.24,5.5,2.91,4.205,0.55,12600.0,12451.0
2019-06-24,32.71,27.51,30.11,100.26,6.57,3.39,4.98,1.38,12800.0,12780.0
2019-06-25,33.19,27.41,30.3,100.23,8.07,4.24,6.155,0.35,12900.0,12457.0
2019-06-26,32.42,27.16,29.79,100.04,9.94,7.25,8.595,4.83,12700.0,11796.0
2019-06-27,31.3,27.17,29.235,99.8,9.71,5.94,7.825,41.86,11800.0,11897.0
2019-06-28,31.17,27.23,29.2,99.71,8.42,5.24,6.83,11.25,11400.0,10668.0
2019-06-29,31.78,27.35,29.565,99.71,6.17,3.89,5.03,15.78,12000.0,12234.0
2019-06-30,31.53,27.05,29.29,99.71,4.34,2.3,3.32,4.39,12500.0,12032.0
2019-07-01,31.44,26.89,29.165,99.65,7.73,2.62,5.175,6.52,12600.0,11043.0
2019-07-02,32.3,26.94,29.62,99.74,10.95,6.66,8.805,2.95,12400.0,12131.0
2019-07-03,32.34,26.86,29.6,99.87,7.3,5.05,6.175,3.4,12400.0,12029.0
2019-07-04,32.72,26.89,29.805,99.76,6.1,3.13,4.615,13.3,12500.0,11351.0
2019-07-05,32.04,27.05,29.545,99.57,7.17,4.44,5.805,14.79,12800.0,11411.0
2019-07-06,31.7,27.08,29.39,99.33,9.49,5.45,7.47,7.6,11800.0,11395.0
2019-07-07,31.8,26.49,29.145,99.51,7.66,5.26,6.46,10.67,11900.0,11543.0
2019-07-08,32.24,26.94,29.59,99.81,8.03,6.23,7.13,23.39,11900.0,11444.0
2019-07-09,31.11,27.01,29.06,99.84,8.86,5.27,7.065,57.66,11800.0,11462.0
2019-07-10,30.66,26.94,28.8,99.83,7.95,5.98,6.965,39.36,11900.0,10935.0
2019-07-11,29.75,26.76,28.255,100.06,7.7,5.86,6.78,58.5,11600.0,10662.0
2019-07-12,29.58,26.48,28.03,100.16,8.02,5.77,6.895,23.86,11300.0,9880.0
2019-07-13,30.7,26.4,28.55,100.11,7.22,5.18,6.2,78.66,11000.0,9808.0
2019-07-14,30.15,26.35,28.25,99.9,7.72,4.75,6.235,35.83,11000.0,10815.0
2019-07-15,30.74,26.83,28.785,99.82,7.98,5.55,6.765,51.17,11300.0,10637.0
2019-07-16,31.4,26.83,29.115,99.98,6.41,4.67,5.54,8.35,11500.0,11654.0
2019-07-17,32.46,26.91,29.685,100.01,5.07,1.99,3.53,8.37,12400.0,12150.0
2019-07-18,31.19,26.32,28.755,99.96,5.86,1.69,3.775,1.58,12600.0,12186.0
2019-07-19,30.98,25.9,28.44,100.11,6.5,3.8,5.15,3.95,11700.0,11477.0
2019-07-20,32.56,26.29,29.425,100.22,6.13,3.06,4.595,2.86,11300.0,12162.0
2019-07-21,31.85,26.65,29.25,100.22,6.49,4.05,5.27,1.92,12600.0,12436.0
2019-07-22,30.9,26.9,28.9,100.21,6.91,4.62,5.765,18.78,12700.0,12270.0
2019-07-23,29.84,26.33,28.085,100.14,7.11,4.95,6.03,12.09,12400.0,11643.0
2019-07-24,31.15,26.27,28.71,100.11,6.27,4.7,5.485,14.11,12200.0,9331.0
2019-07-25,31.29,26.31,28.8,100.04,5.73,1.54,3.635,23.37,11500.0,12033.0
2019-07-26,30.01,26.5,28.255,99.85,8.08,4.05,6.065,26.88,11000.0,10911.0
2019-07-27,31.83,26.33,29.08,99.84,9.64,4.66,7.15,30.11,12000.0,11508.0
2019-07-28,31.36,26.07,28.715,100.05,9.52,6.12,7.82,9.2,12000.0,11578.0
2019-07-29,31.01,25.85,28.43,100.15,11.12,6.15,8.635,10.34,12000.0,11791.0
2019-07-30,30.14,25.74,27.94,100.21,6.5,5.14,5.82,9.85,12000.0,11663.0
